city,cases,case-rate,deaths,death-rate,date
Unincorporated - Northeast San Gabriel,551,2292,19,79,11/30/20
Unincorporated - Padua Hills,3,1395,0,0,11/30/20
Unincorporated - Palmdale,29,3444,0,0,11/30/20
Unincorporated - Palos Verdes Peninsula,7,1127,0,0,11/30/20
Unincorporated - Pearblossom/Llano,31,1585,1,51,11/30/20
Unincorporated - Pellissier Village,57,9208,0,0,11/30/20
Unincorporated - Placerita Canyon,0,0,0,0,11/30/20
Unincorporated - Pomona,23,1187,1,52,11/30/20
Unincorporated - Quartz Hill,353,2735,12,93,11/30/20
Unincorporated - Rancho Dominguez,114,4284,1,38,11/30/20
Unincorporated - Roosevelt,30,3222,0,0,11/30/20
Unincorporated - Rosewood,50,3888,1,78,11/30/20
Unincorporated - Rosewood/East Gardena,50,4191,1,84,11/30/20
Unincorporated - Rosewood/West Rancho Dominguez,156,4641,1,30,11/30/20
Unincorporated - Rowland Heights,1097,2150,20,39,11/30/20
Unincorporated - San Clemente Island,0,0,0,0,11/30/20
Unincorporated - San Francisquito Canyon/Bouquet Canyon,3,350,0,0,11/30/20
Unincorporated - San Jose Hills,1213,5999,20,99,11/30/20
Unincorporated - San Pasqual,15,737,0,0,11/30/20
Unincorporated - Sand Canyon,7,2273,0,0,11/30/20
Unincorporated - Santa Catalina Island,37,13858,0,0,11/30/20
Unincorporated - Santa Monica Mountains*,187,1004,1,5,11/30/20
Unincorporated - Saugus,50,32258,0,0,11/30/20
Unincorporated - Saugus/Canyon Country,14,3933,0,0,11/30/20
Unincorporated - South Antelope Valley,9,1978,0,0,11/30/20
Unincorporated - South El Monte,129,7187,0,0,11/30/20
Unincorporated - South San Gabriel,292,3300,10,113,11/30/20
Unincorporated - South Whittier,2867,4841,40,68,11/30/20
Unincorporated - Southeast Antelope Valley,22,2817,0,0,11/30/20
Unincorporated - Stevenson Ranch,316,1507,3,14,11/30/20
Unincorporated - Sun Village,271,4490,3,50,11/30/20
Unincorporated - Sunrise Village,76,5864,0,0,11/30/20
Unincorporated - Twin Lakes/Oat Mountain,21,1267,2,121,11/30/20
Unincorporated - Val Verde,122,3687,1,30,11/30/20
Unincorporated - Valencia,65,2116,1,33,11/30/20
Unincorporated - Valinda,1239,5301,12,51,11/30/20
Unincorporated - View Park/Windsor Hills,231,1985,3,26,11/30/20
Unincorporated - Walnut Park,988,6120,17,105,11/30/20
Unincorporated - West Antelope Valley,7,463,0,0,11/30/20
Unincorporated - West Carson,642,2907,50,226,11/30/20
Unincorporated - West Chatsworth,1,8333,0,0,11/30/20
Unincorporated - West LA,56,5882,2,210,11/30/20
Unincorporated - West Puente Valley,595,6050,4,41,11/30/20
Unincorporated - West Rancho Dominguez,29,2134,3,221,11/30/20
Unincorporated - West Whittier/Los Nietos,1511,5612,20,74,11/30/20
Unincorporated - Westfield/Academy Hills,13,1000,0,0,11/30/20
Unincorporated - Westhills,22,2622,0,0,11/30/20
Unincorporated - White Fence Farms,105,2851,0,0,11/30/20
Unincorporated - Whittier,100,2643,3,79,11/30/20
Unincorporated - Whittier Narrows,5,41667,0,0,11/30/20
Unincorporated - Willowbrook,2075,5943,26,74,11/30/20
Unincorporated - Wiseburn,174,2887,1,17,11/30/20
- Under Investigation,5010,,8,,11/30/20
Pasadena,3746,,,,12/1/20
City of Agoura Hills,304,1456,7,34,12/1/20
City of Alhambra,1984,2288,35,40,12/1/20
City of Arcadia,841,1456,46,80,12/1/20
City of Artesia,614,3656,13,77,12/1/20
City of Avalon,5,129,0,0,12/1/20
City of Azusa,2250,4496,28,56,12/1/20
City of Baldwin Park,4557,5936,111,145,12/1/20
City of Bell,2291,6306,47,129,12/1/20
City of Bell Gardens,2979,6916,32,74,12/1/20
City of Bellflower,3488,4487,66,85,12/1/20
City of Beverly Hills,1019,2952,11,32,12/1/20
City of Bradbury,27,2526,0,0,12/1/20
City of Burbank,2832,2642,94,88,12/1/20
City of Calabasas,441,1813,14,58,12/1/20
City of Carson,2805,2989,67,71,12/1/20
City of Cerritos,877,1752,17,34,12/1/20
City of Claremont,730,2001,10,27,12/1/20
City of Commerce*,909,6955,14,107,12/1/20
City of Compton,5854,5860,82,82,12/1/20
City of Covina,2123,4330,61,124,12/1/20
City of Cudahy,1656,6802,19,78,12/1/20
City of Culver City,659,1653,31,78,12/1/20
City of Diamond Bar,981,1706,16,28,12/1/20
City of Downey,6311,5523,100,88,12/1/20
City of Duarte,823,3738,36,164,12/1/20
City of El Monte,6441,5493,184,157,12/1/20
City of El Segundo,198,1180,1,6,12/1/20
City of Gardena,1790,2920,59,96,12/1/20
City of Glendale,6473,3135,196,95,12/1/20
City of Glendora,1801,3413,80,152,12/1/20
City of Hawaiian Gardens,762,5192,3,20,12/1/20
City of Hawthorne,3029,3412,55,62,12/1/20
City of Hermosa Beach,359,1825,4,20,12/1/20
City of Hidden Hills,29,1534,0,0,12/1/20
City of Huntington Park,4096,6886,67,113,12/1/20
City of Industry,53,12128,2,458,12/1/20
City of Inglewood,4288,3775,95,84,12/1/20
City of Irwindale,100,6854,2,137,12/1/20
City of La Canada Flintridge,268,1295,6,29,12/1/20
City of La Habra Heights,69,1265,1,18,12/1/20
City of La Mirada,1348,2718,28,56,12/1/20
City of La Puente,2342,5755,28,69,12/1/20
City of La Verne,871,2617,15,45,12/1/20
City of Lakewood,2006,2496,15,19,12/1/20
City of Lancaster*,6635,4107,77,48,12/1/20
City of Lawndale,1033,3073,13,39,12/1/20
City of Lomita,338,1631,10,48,12/1/20
City of Lynwood*,4818,6687,113,157,12/1/20
City of Malibu,162,1250,3,23,12/1/20
City of Manhattan Beach,546,1517,5,14,12/1/20
City of Maywood,1934,6895,39,139,12/1/20
City of Monrovia,1146,2954,40,103,12/1/20
City of Montebello,3565,5538,55,85,12/1/20
City of Monterey Park,1402,2252,58,93,12/1/20
City of Norwalk,5258,4886,96,89,12/1/20
City of Palmdale,8039,5057,85,53,12/1/20
City of Palos Verdes Estates,143,1058,2,15,12/1/20
City of Paramount,3495,6239,32,57,12/1/20
City of Pico Rivera,3777,5875,87,135,12/1/20
City of Pomona,8858,5681,155,99,12/1/20
City of Rancho Palos Verdes,438,1025,12,28,12/1/20
City of Redondo Beach,957,1393,13,19,12/1/20
City of Rolling Hills,16,825,0,0,12/1/20
City of Rolling Hills Estates,69,850,3,37,12/1/20
City of Rosemead,1434,2591,33,60,12/1/20
City of San Dimas*,982,2845,14,41,12/1/20
City of San Fernando,1714,6964,23,93,12/1/20
City of San Gabriel,1074,2622,94,230,12/1/20
City of San Marino,129,972,3,23,12/1/20
City of Santa Clarita,6509,2953,68,31,12/1/20
City of Santa Fe Springs,866,4716,10,54,12/1/20
City of Santa Monica,1537,1663,45,49,12/1/20
City of Sierra Madre,135,1229,4,36,12/1/20
City of Signal Hill,406,3442,4,34,12/1/20
City of South El Monte,1253,6000,17,81,12/1/20
City of South Gate,6480,6602,82,84,12/1/20
City of South Pasadena,419,1608,26,100,12/1/20
City of Temple City,777,2131,46,126,12/1/20
City of Torrance,2135,1430,77,52,12/1/20
City of Vernon,22,10526,0,0,12/1/20
City of Walnut,533,1746,5,16,12/1/20
City of West Covina,4414,4078,75,69,12/1/20
City of West Hollywood,955,2585,9,24,12/1/20
City of Westlake Village,56,670,0,0,12/1/20
City of Whittier,3769,4311,60,69,12/1/20
Los Angeles,169263,4185,3246,80,12/1/20
Los Angeles - Adams-Normandie,403,4913,5,61,12/1/20
Los Angeles - Alsace,550,4419,3,24,12/1/20
Los Angeles - Angeles National Forest,2,5000,0,0,12/1/20
Los Angeles - Angelino Heights,97,3877,1,40,12/1/20
Los Angeles - Arleta,2435,7085,29,84,12/1/20
Los Angeles - Atwater Village,422,2877,8,55,12/1/20
Los Angeles - Baldwin Hills,897,2882,29,93,12/1/20
Los Angeles - Bel Air,133,1578,0,0,12/1/20
Los Angeles - Beverly Crest,218,1741,2,16,12/1/20
Los Angeles - Beverlywood,260,1974,0,0,12/1/20
Los Angeles - Boyle Heights*,6216,7154,84,97,12/1/20
Los Angeles - Brentwood,539,1741,6,19,12/1/20
Los Angeles - Brookside,6,1033,0,0,12/1/20
Los Angeles - Cadillac-Corning,204,2865,1,14,12/1/20
Los Angeles - Canoga Park,3208,4914,68,104,12/1/20
Los Angeles - Carthay,358,2493,17,118,12/1/20
Los Angeles - Central,2946,7555,47,121,12/1/20
Los Angeles - Century City,209,1634,0,0,12/1/20
Los Angeles - Century Palms/Cove,2136,6326,23,68,12/1/20
Los Angeles - Chatsworth,1213,3273,37,100,12/1/20
Los Angeles - Cheviot Hills,145,1581,3,33,12/1/20
Los Angeles - Chinatown,240,2992,4,50,12/1/20
Los Angeles - Cloverdale/Cochran,474,3257,5,34,12/1/20
Los Angeles - Country Club Park,533,3517,37,244,12/1/20
Los Angeles - Crenshaw District,482,3485,5,36,12/1/20
Los Angeles - Crestview,292,2569,22,194,12/1/20
Los Angeles - Del Rey,623,2081,9,30,12/1/20
Los Angeles - Downtown*,1359,4941,17,62,12/1/20
Los Angeles - Eagle Rock,1105,2791,28,71,12/1/20
Los Angeles - East Hollywood,992,3387,47,160,12/1/20
Los Angeles - Echo Park,447,3136,6,42,12/1/20
Los Angeles - El Sereno,2004,4793,39,93,12/1/20
Los Angeles - Elysian Park,163,2854,0,0,12/1/20
Los Angeles - Elysian Valley,400,3933,5,49,12/1/20
Los Angeles - Encino,1175,2601,23,51,12/1/20
Los Angeles - Exposition,102,3067,2,60,12/1/20
Los Angeles - Exposition Park,2013,4482,27,60,12/1/20
Los Angeles - Faircrest Heights,61,1694,2,56,12/1/20
Los Angeles - Figueroa Park Square,466,5343,6,69,12/1/20
Los Angeles - Florence-Firestone,3289,6932,39,82,12/1/20
Los Angeles - Glassell Park,1076,3405,15,47,12/1/20
Los Angeles - Gramercy Place,374,3475,6,56,12/1/20
Los Angeles - Granada Hills,2180,3746,72,124,12/1/20
Los Angeles - Green Meadows,1303,6059,15,70,12/1/20
Los Angeles - Hancock Park,355,2083,4,23,12/1/20
Los Angeles - Harbor City,736,2532,12,41,12/1/20
Los Angeles - Harbor Gateway,1475,3383,18,41,12/1/20
Los Angeles - Harbor Pines,44,1826,0,0,12/1/20
Los Angeles - Harvard Heights,782,4336,25,139,12/1/20
Los Angeles - Harvard Park,2252,5936,27,71,12/1/20
Los Angeles - Highland Park,1837,3796,25,52,12/1/20
Los Angeles - Historic Filipinotown,661,4766,16,115,12/1/20
Los Angeles - Hollywood,1972,2889,20,29,12/1/20
Los Angeles - Hollywood Hills,591,2008,7,24,12/1/20
Los Angeles - Hyde Park,1130,3959,15,53,12/1/20
Los Angeles - Jefferson Park,408,5054,1,12,12/1/20
Los Angeles - Koreatown,1689,3267,36,70,12/1/20
Los Angeles - Lafayette Square,170,3729,3,66,12/1/20
Los Angeles - Lake Balboa,1738,4118,22,52,12/1/20
Los Angeles - Lakeview Terrace,849,6465,26,198,12/1/20
Los Angeles - Leimert Park,497,3262,8,53,12/1/20
Los Angeles - Lincoln Heights,1619,4967,52,160,12/1/20
Los Angeles - Little Armenia,483,6019,53,660,12/1/20
Los Angeles - Little Bangladesh,786,2773,7,25,12/1/20
Los Angeles - Little Tokyo,145,4628,2,64,12/1/20
Los Angeles - Longwood,163,3787,0,0,12/1/20
Los Angeles - Los Feliz,384,1777,3,14,12/1/20
Los Angeles - Manchester Square,290,3397,6,70,12/1/20
Los Angeles - Mandeville Canyon,42,1344,0,0,12/1/20
Los Angeles - Mar Vista,562,1323,7,16,12/1/20
Los Angeles - Marina Peninsula,59,1353,1,23,12/1/20
Los Angeles - Melrose,2936,3779,82,106,12/1/20
Los Angeles - Mid-city,394,2621,22,146,12/1/20
Los Angeles - Miracle Mile,314,1746,6,33,12/1/20
Los Angeles - Mission Hills,1444,5986,58,240,12/1/20
Los Angeles - Mt. Washington,846,3504,19,79,12/1/20
Los Angeles - North Hills,3093,5023,52,84,12/1/20
Los Angeles - North Hollywood,6709,4431,89,59,12/1/20
Los Angeles - Northridge,2455,3517,52,75,12/1/20
Los Angeles - Pacific Palisades,241,1132,4,19,12/1/20
Los Angeles - Pacoima,5980,7768,73,95,12/1/20
Los Angeles - Palisades Highlands,56,1456,0,0,12/1/20
Los Angeles - Palms,821,1871,32,73,12/1/20
Los Angeles - Panorama City,4740,6299,103,137,12/1/20
Los Angeles - Park La Brea,196,1443,1,7,12/1/20
Los Angeles - Pico-Union,2404,5745,97,232,12/1/20
Los Angeles - Playa Del Rey,47,1471,0,0,12/1/20
Los Angeles - Playa Vista,199,1818,0,0,12/1/20
Los Angeles - Porter Ranch,704,1978,8,22,12/1/20
Los Angeles - Rancho Park,125,1905,0,0,12/1/20
Los Angeles - Regent Square,48,1727,0,0,12/1/20
Los Angeles - Reseda,3872,5054,104,136,12/1/20
Los Angeles - Reseda Ranch,211,4551,1,22,12/1/20
Los Angeles - Reynier Village,64,1514,0,0,12/1/20
Los Angeles - San Pedro*,2603,3336,31,40,12/1/20
Los Angeles - Shadow Hills,125,2814,0,0,12/1/20
Los Angeles - Sherman Oaks,1901,2179,34,39,12/1/20
Los Angeles - Silverlake,1024,2323,20,45,12/1/20
Los Angeles - South Carthay,197,1859,2,19,12/1/20
Los Angeles - South Park,2742,7223,33,87,12/1/20
Los Angeles - St Elmo Village,213,4647,8,175,12/1/20
Los Angeles - Studio City,425,1894,9,40,12/1/20
Los Angeles - Sun Valley,2888,5503,36,69,12/1/20
Los Angeles - Sunland,751,3680,32,157,12/1/20
Los Angeles - Sycamore Square,8,1236,0,0,12/1/20
Los Angeles - Sylmar*,5513,6691,102,124,12/1/20
Los Angeles - Tarzana,1185,3838,39,126,12/1/20
Los Angeles - Temple-Beaudry,1784,4519,33,84,12/1/20
Los Angeles - Thai Town,298,3038,4,41,12/1/20
Los Angeles - Toluca Lake,178,2045,2,23,12/1/20
Los Angeles - Toluca Terrace,36,2757,1,77,12/1/20
Los Angeles - Toluca Woods,36,1938,0,0,12/1/20
Los Angeles - Tujunga,899,3233,18,65,12/1/20
Los Angeles - University Hills,84,2450,1,29,12/1/20
Los Angeles - University Park,1523,5547,24,87,12/1/20
Los Angeles - Valley Glen,1189,3961,23,77,12/1/20
Los Angeles - Valley Village,743,3006,30,121,12/1/20
Los Angeles - Van Nuys*,5102,5475,109,117,12/1/20
Los Angeles - Venice,567,1673,3,9,12/1/20
Los Angeles - Vermont Knolls,960,5581,19,110,12/1/20
Los Angeles - Vermont Square,485,6334,6,78,12/1/20
Los Angeles - Vermont Vista,2636,6400,26,63,12/1/20
Los Angeles - Vernon Central,4082,7850,48,92,12/1/20
Los Angeles - Victoria Park,329,3917,3,36,12/1/20
Los Angeles - View Heights,74,2003,3,81,12/1/20
Los Angeles - Watts,2687,6297,39,91,12/1/20
Los Angeles - Wellington Square,190,3866,2,41,12/1/20
Los Angeles - West Adams,1296,4691,45,163,12/1/20
Los Angeles - West Hills,937,2311,43,106,12/1/20
Los Angeles - West Los Angeles,792,2104,19,50,12/1/20
Los Angeles - West Vernon,3329,6206,59,110,12/1/20
Los Angeles - Westchester,734,1422,19,37,12/1/20
Los Angeles - Westlake,3128,5270,154,259,12/1/20
Los Angeles - Westwood,817,1510,6,11,12/1/20
Los Angeles - Wholesale District*,3052,8448,35,97,12/1/20
Los Angeles - Wilmington,2556,4525,29,51,12/1/20
Los Angeles - Wilshire Center,1657,3303,39,78,12/1/20
Los Angeles - Winnetka,2221,4289,29,56,12/1/20
Los Angeles - Woodland Hills,1646,2419,36,53,12/1/20
Unincorporated - Acton,122,1531,3,38,12/1/20
Unincorporated - Agua Dulce,62,1491,0,0,12/1/20
Unincorporated - Altadena,1052,2412,20,46,12/1/20
Unincorporated - Anaverde,49,3249,0,0,12/1/20
Unincorporated - Angeles National Forest,9,723,0,0,12/1/20
Unincorporated - Arcadia,152,1905,3,38,12/1/20
Unincorporated - Athens-Westmont,2134,5028,34,80,12/1/20
Unincorporated - Athens Village,377,7699,12,245,12/1/20
Unincorporated - Avocado Heights,409,6037,4,59,12/1/20
Unincorporated - Azusa,795,4993,7,44,12/1/20
Unincorporated - Bassett,948,6398,10,67,12/1/20
Unincorporated - Bouquet Canyon,16,1491,1,93,12/1/20
Unincorporated - Bradbury,8,7407,2,1852,12/1/20
Unincorporated - Canyon Country,250,3235,1,13,12/1/20
Unincorporated - Castaic*,2434,8951,5,18,12/1/20
Unincorporated - Cerritos,29,4940,0,0,12/1/20
Unincorporated - Charter Oak,0,0,0,0,12/1/20
Unincorporated - Claremont,28,3989,4,570,12/1/20
Unincorporated - Covina,733,4358,9,54,12/1/20
Unincorporated - Covina (Charter Oak),508,3865,4,30,12/1/20
Unincorporated - Del Aire,108,2458,2,46,12/1/20
Unincorporated - Del Rey,9,2830,0,0,12/1/20
Unincorporated - Del Sur,45,1863,1,41,12/1/20
Unincorporated - Desert View Highlands,99,3971,1,40,12/1/20
Unincorporated - Duarte,289,6527,4,90,12/1/20
Unincorporated - East Covina,9,2736,0,0,12/1/20
Unincorporated - East La Mirada,172,3250,1,19,12/1/20
Unincorporated - East Lancaster,2,1754,0,0,12/1/20
Unincorporated - East Los Angeles,9192,7338,130,104,12/1/20
Unincorporated - East Pasadena,117,1827,2,31,12/1/20
Unincorporated - East Rancho Dominguez,926,6049,18,118,12/1/20
Unincorporated - East Whittier,140,2639,0,0,12/1/20
Unincorporated - El Camino Village,224,2548,3,34,12/1/20
Unincorporated - El Monte,7,4828,0,0,12/1/20
Unincorporated - Elizabeth Lake,16,963,0,0,12/1/20
Unincorporated - Florence-Firestone,4927,7615,60,93,12/1/20
Unincorporated - Franklin Canyon,0,0,0,0,12/1/20
Unincorporated - Glendora,20,3030,0,0,12/1/20
Unincorporated - Hacienda Heights,1672,2990,19,34,12/1/20
Unincorporated - Harbor Gateway,0,0,0,0,12/1/20
Unincorporated - Hawthorne,93,3699,0,0,12/1/20
Unincorporated - Hi Vista,12,1093,0,0,12/1/20
Unincorporated - Kagel/Lopez Canyons,58,4108,1,71,12/1/20
Unincorporated - La Crescenta-Montrose,352,1778,3,15,12/1/20
Unincorporated - La Habra Heights,10,1479,0,0,12/1/20
Unincorporated - La Rambla,97,4675,15,723,12/1/20
Unincorporated - La Verne*,55,2696,0,0,12/1/20
Unincorporated - Ladera Heights,144,2036,3,42,12/1/20
Unincorporated - Lake Hughes,12,1796,0,0,12/1/20
Unincorporated - Lake Los Angeles,477,3671,4,31,12/1/20
Unincorporated - Lake Manor,37,2252,1,61,12/1/20
Unincorporated - Lakewood,0,0,0,0,12/1/20
Unincorporated - Lennox,1049,4654,7,31,12/1/20
Unincorporated - Leona Valley,29,1656,0,0,12/1/20
Unincorporated - Littlerock,148,3681,1,25,12/1/20
Unincorporated - Littlerock/Juniper Hills,32,2467,0,0,12/1/20
Unincorporated - Littlerock/Pearblossom,151,4231,0,0,12/1/20
Unincorporated - Llano,11,1254,0,0,12/1/20
Unincorporated - Marina del Rey,129,1371,0,0,12/1/20
Unincorporated - Miracle Mile,0,0,0,0,12/1/20
Unincorporated - Monrovia,105,2705,0,0,12/1/20
Unincorporated - Newhall,36,16364,0,0,12/1/20
Unincorporated - North Lancaster,48,4007,1,83,12/1/20
Unincorporated - North Whittier,349,4175,10,120,12/1/20
Unincorporated - Northeast San Gabriel,563,2342,19,79,12/1/20
Unincorporated - Padua Hills,3,1395,0,0,12/1/20
Unincorporated - Palmdale,29,3444,0,0,12/1/20
Unincorporated - Palos Verdes Peninsula,7,1127,0,0,12/1/20
Unincorporated - Pearblossom/Llano,31,1585,1,51,12/1/20
Unincorporated - Pellissier Village,60,9693,0,0,12/1/20
Unincorporated - Placerita Canyon,0,0,0,0,12/1/20
Unincorporated - Pomona,24,1238,1,52,12/1/20
Unincorporated - Quartz Hill,361,2797,12,93,12/1/20
Unincorporated - Rancho Dominguez,114,4284,1,38,12/1/20
Unincorporated - Roosevelt,30,3222,0,0,12/1/20
Unincorporated - Rosewood,50,3888,1,78,12/1/20
Unincorporated - Rosewood/East Gardena,50,4191,1,84,12/1/20
Unincorporated - Rosewood/West Rancho Dominguez,160,4760,1,30,12/1/20
Unincorporated - Rowland Heights,1111,2177,21,41,12/1/20
Unincorporated - San Clemente Island,0,0,0,0,12/1/20
Unincorporated - San Francisquito Canyon/Bouquet Canyon,3,350,0,0,12/1/20
Unincorporated - San Jose Hills,1231,6088,20,99,12/1/20
Unincorporated - San Pasqual,15,737,0,0,12/1/20
Unincorporated - Sand Canyon,7,2273,0,0,12/1/20
Unincorporated - Santa Catalina Island,38,14232,0,0,12/1/20
Unincorporated - Santa Monica Mountains*,190,1020,1,5,12/1/20
Unincorporated - Saugus,50,32258,0,0,12/1/20
Unincorporated - Saugus/Canyon Country,15,4213,0,0,12/1/20
Unincorporated - South Antelope Valley,9,1978,0,0,12/1/20
Unincorporated - South El Monte,130,7242,0,0,12/1/20
Unincorporated - South San Gabriel,292,3300,10,113,12/1/20
Unincorporated - South Whittier,2913,4919,40,68,12/1/20
Unincorporated - Southeast Antelope Valley,23,2945,0,0,12/1/20
Unincorporated - Stevenson Ranch,324,1545,3,14,12/1/20
Unincorporated - Sun Village,280,4639,3,50,12/1/20
Unincorporated - Sunrise Village,76,5864,0,0,12/1/20
Unincorporated - Twin Lakes/Oat Mountain,21,1267,2,121,12/1/20
Unincorporated - Val Verde,122,3687,1,30,12/1/20
Unincorporated - Valencia,65,2116,1,33,12/1/20
Unincorporated - Valinda,1251,5353,12,51,12/1/20
Unincorporated - View Park/Windsor Hills,235,2020,3,26,12/1/20
Unincorporated - Walnut Park,1001,6201,17,105,12/1/20
Unincorporated - West Antelope Valley,8,529,0,0,12/1/20
Unincorporated - West Carson,652,2952,50,226,12/1/20
Unincorporated - West Chatsworth,1,8333,0,0,12/1/20
Unincorporated - West LA,55,5777,2,210,12/1/20
Unincorporated - West Puente Valley,598,6080,4,41,12/1/20
Unincorporated - West Rancho Dominguez,30,2208,3,221,12/1/20
Unincorporated - West Whittier/Los Nietos,1527,5671,20,74,12/1/20
Unincorporated - Westfield/Academy Hills,13,1000,0,0,12/1/20
Unincorporated - Westhills,22,2622,0,0,12/1/20
Unincorporated - White Fence Farms,109,2960,0,0,12/1/20
